batch_size,hidden_dim,learning_rate,random_seed,gcn_test_r2,gcn_test_rmse,gcn_test_mae,gin_test_r2,gin_test_rmse,gin_test_mae,gat_test_r2,gat_test_rmse,gat_test_mae
16,8,0.0001,21,-2.8397317106207507,0.7578671515963876,0.6860812878258854,-4.909872293983149,0.9402247771728598,0.8012261030415688,-2.798803843756491,0.7538172612729639,0.6877940877913833
16,8,0.0001,0,-3.954039507204473,0.8608398761788741,0.7938919927863229,-8.077275209896756,1.165253443316347,1.0015216390304256,-3.2324720382880914,0.7956822909968915,0.7248264539625137
16,64,0.001,42,0.629205669523747,0.2355099097707339,0.18018093356258452,0.7125921037295784,0.20734424774339016,0.14948544619867216,0.6124559281101074,0.24077045448764392,0.18341240583640725
16,64,0.001,21,0.5823518485563461,0.24994699816105276,0.18865396185216032,0.7229598762822997,0.2035700952161185,0.14674269107219542,0.6087848213839604,0.24190814530639151,0.1866840777306344
16,64,0.001,0,0.688270509153432,0.21593924999146044,0.1651225369906299,0.7195425704801672,0.204821771566479,0.15279441262422933,0.7091644984316505,0.20857696937556605,0.15506306179902943
16,64,0.0005,42,0.5735080011415132,0.25257949323323425,0.19242524981610373,0.07328979952088044,0.3723184991245902,0.2571626483668322,0.6632869096205682,0.2244257286584994,0.1716322674067959
16,64,0.0005,21,0.6077057414907745,0.24224154042210105,0.18594349915632188,0.7133560792964924,0.20706848749390971,0.15174922413130756,0.6221010216292986,0.23775546177693574,0.18329817319042863
16,64,0.0005,0,0.6114141435537843,0.2410938533168229,0.18416099759738147,0.10000278787088479,0.36691310662116566,0.23480270774595968,0.6697640584859764,0.22225667487247946,0.17337869667389078
16,64,0.0001,42,0.5024066917520482,0.27282232717909644,0.19962260427603007,-0.3948327984360436,0.4567764648070402,0.286836004465623,0.6115098311010694,0.24106416734204641,0.18410277463405011
16,64,0.0001,21,0.49058185302372836,0.27604497726418037,0.2037043014690722,-0.4365195917648239,0.4635519584377143,0.29892885048539053,0.5557337072040096,0.25778896654374134,0.19311177101575916
