DATAID,SMILES,Name,IUPAC,StdInChl,StdInChIKey,Pharmacophore,Core,ResearchStage,TherapeuticUsage,logP_exp,logD_exp,logS_exp,KineticSolubility,ThermodynamicSolubility,RecruitingProtein_Affinity,IsActive,ModeOfAction,PrimaryTarget,PrimaryTargetDegInfo,DegronType,SecondaryTarget,SecondaryTargetDegInfo,RecruitingProtein,RecruitingProtein_UniProtID,AntiCellProliferation,TernaryEC50,PK,ADMET_profile,SafetyPharmacology,InVivoPD,SourceAddress_Website,PDB,glueCodeInPDB,CryoEM,Formula,MolWeight,ExactMass,clogP,logS,tPSA,HBACount,HBDCount,RotatableBondCount,Rings,AliphaticRings,AromaticRings,AliphaticHeteroRings,AromaticHeteroRings,HeavyAtoms,HeteroAtoms,SpiroAtoms,BridgeheadAtoms
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,"Tumors, lmmune system diseases, Infections, Kaposi's sarcoma, Refractory multiple myeloma, Relapsed multiple myeloma",,,,,,,1,non-covalent,,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/s41467-021-27818-z,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,"Tumors
Immune system diseases
Infections
Kaposi's sarcoma
Refractory multiple myeloma
Recurrent multiple myeloma",,,,,,,1,non-covalent,,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/s42003-020-01240-5,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,"Tumors
Immune system diseases
Infections
Kaposi's sarcoma
Refractory multiple myeloma
Recurrent multiple myeloma",,,,,,,1,non-covalent,,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1126/science.aab1433,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,"Kaposi's sarcoma
Multiple myeloma
Recurrent multiple myeloma
Sickle cell emia
Extensive stage small cell lung cancer
Gastrointestinal and pancreatic neuroendocrine tumors",,,,,,NanoBRET-based intracellular CRBN binding assay,1,non-covalent,ZNF276;ZNF653;ZNF827;ZFP91;E4F1;ZNF787;ZNF517;ZNF654,U2OS cells stably expressing ZF degrons fused to eGFP,G-loop_beta-hairpin,PATZ1;ZNF582;ZKSC5;IKZF3,U2OS cells stably expressing ZF degrons fused to eGFP,CRBN,Q96SW2,,NanoBRET based ternary complex formation assay,,,,,https://doi.org/10.1038/s41557-023-01379-8,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,,,1,non-covalent,SALL4,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.7554/eLife.38430,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,,,1,non-covalent,CYP19A1(aromatase),,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1182/blood.2019003749,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,"Kaposi's sarcoma
Multiple myeloma
Recurrent multiple myeloma
Kaposi's sarcoma
Multiple myeloma
Recurrent multiple myeloma",,,,,,Assay: HTRF; IC50 = 0.40 μM,1,non-covalent,IKZF3,EC50 = 20 nM; Ymin = 9%,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01848,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,,,1,non-covalent,,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01872,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/nature13527,4CI3,4CI3:Y70,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,"investigational indications:Kaposi's sarcoma;Multiple Myeloma; Relapsed Multiple Myeloma; Refractory Multiple Myeloma; Recurrent Plasma Cell Myeloma; Immunoglobulin Light Chain Amyloidosis; Medulloblastoma; Myeloma
non-investigational indications:Sickle Cell Anemia; Extensive-Stage Small-Cell Lung Cancer; Gastrointestinal Pancreatic Neuroendocrine Tumors; Idiopathic Pulmonary Fibrosis; Interstitial Lung Disease; Metastatic Castration-Resistant Prostate Cancer; Myelofibrosis; Acinar Cell Carcinoma of the Pancreas; Polycythemia Vera; Primary Myelofibrosis; Post-Polycythemia Vera Myelofibrosis; Primary Myelofibrosis; Refractory Chronic Cough; Systemic Sclerosis; Small Cell Carcinoma; Soft Tissue Sarcoma; Thrombocytosis; Waldenström Macroglobulinemia",,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q8C7D2,,,,,,,https://doi.org/10.1038/nsmb.2874,4TZU,4TZU:Y70,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,,,1,non-covalent,ARID2,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/s41589-020-0645-3,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,"Kaposi's sarcoma
Multiple myeloma
Recurrent multiple myeloma
Sickle cell emia
Extensive stage small cell lung cancer
Gastrointestinal and pancreatic neuroendocrine tumors",,,,,,"CRBN:POM+SALL4 ZF1-2(379-432); Assay: SPR; KD = 2.1 μM
CRBN:POM+SALL4 ZF1-2(370-454); Assay: SPR; KD = 0.06 μM",1,non-covalent,SALL4,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/s41598-023-48606-3,8U17; 8U16; ,8U17: Y70; 8U16: Y70,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,4-NH2-Thal(Pomalidomide),"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,,,1,non-covalent,CYP19A1(aromatase),,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1182/blood.2020005296,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,,,1,non-covalent,IKZF1,Cell: MV4-11,Unknown,CK1α;FAM83F,"CK1α: MV4-11 cell; FAM83F: HCT116, DLD-1; HaCaT cells.",CRBN,Q96SW2,,,,,,,https://doi.org/10.26508/lsa.202000804,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,1c(poma),"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,84.6 ± 2.3 μM,Assay: FP; IC50 = 0.400 ± 0.319 μM,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1002/anie.202108848,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,3(poma),"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,,Assay: FP; IC50 = 0.64 ± 0.39 μM; Assay: TEA; IC50 = 0.02 ± 0.01 μM,1,non-covalent,SALL4;IKZF2;GSPT1;CK1α;IKZF3,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1002/cbic.202300351,8OIZ,8OIZ:Y70,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,,,1,non-covalent,IKZF1;IKZF3,,G-loop_beta-hairpin,,,CRBN,Q96SW2,"Cell: H929; IC50 = 82.60 ± 13.34 nM; 
Cell: MM1.S; IC50 = 241.57 ± 81.73 nM; 
Cell: RPMI 8226; IC50 = 15565 ± 4479 nM; 
Cell: KAS-6/1; IC50 = 7977 ± 2341 nM; ",,,,,,https://doi.org/10.1007/s00109-020-01943-6,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,,,1,non-covalent,PLZF,PLZF:DC50<100 nM,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/s42003-021-02801-y,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,"Tumors
Immune system diseases
Infections
Kaposi's sarcoma
Refractory multiple myeloma
Relapsed multiple myeloma",,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/s41589-018-0129-x,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
826,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)N=N2,Z3689259904,"3-(5-amino-4-oxo-1,2,3-benzotriazin-3-yl)piperidine-2,6-dione","InChI=1S/C12H11N5O3/c13-6-2-1-3-7-10(6)12(20)17(16-15-7)8-4-5-9(18)14-11(8)19/h1-3,8H,4-5,13H2,(H,14,18,19)",DXZBHVQOULDEPN-UHFFFAOYSA-N,Glutarimide,Non-domideType,Discovery,,clogP=-0.87,,,,,Assay: FP; IC50=427nm    Assay: NanoBRET in HEK293T; IC50=358nm,1,non-covalent,IKZF1,Assay: HiBiT and eGFP fusion; mCherry reporter cell lines DC50 = 18.9 nM,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1016/j.chembiol.2024.11.002,,,,C12H11N5O3,273.25,273.0862,-0.65,-0.60,119.97,8,3,1,3,1,2,1,1,20,8,0,0
826,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)N=N2,TD-106,"3-(5-amino-4-oxo-1,2,3-benzotriazin-3-yl)piperidine-2,6-dione","InChI=1S/C12H11N5O3/c13-6-2-1-3-7-10(6)12(20)17(16-15-7)8-4-5-9(18)14-11(8)19/h1-3,8H,4-5,13H2,(H,14,18,19)",DXZBHVQOULDEPN-UHFFFAOYSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,,1,non-covalent,IKZF1;IKZF3,,G-loop_beta-hairpin,,,CRBN,Q96SW2,NCI-H929: CC50 = 0.039 μM,,,,, TMD8 Xenograft; IP; 50 mg/kg q.d. for the 14-day; ,https://doi.org/10.1016/j.ejmech.2019.01.023,,,,C12H11N5O3,273.25,273.0862,-0.65,-0.60,119.97,8,3,1,3,1,2,1,1,20,8,0,0
827,NC1=CC=CC2=C1C=NN2C1CCC(=O)NC1=O,21,"3-(4-aminoindazol-1-yl)piperidine-2,6-dione","InChI=1S/C12H12N4O2/c13-8-2-1-3-9-7(8)6-14-16(9)10-4-5-11(17)15-12(10)18/h1-3,6,10H,4-5,13H2,(H,15,17,18)",JQUNMWPNAPLWEB-UHFFFAOYSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,Assay: HTRF; IC50 = 0.34 ± 0.09 μM,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01848,,,,C12H12N4O2,244.25,244.0960,0.60,-1.59,90.01,6,3,1,3,1,2,1,1,18,6,0,0
828,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione","InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",GOTYRUGSSMKFNF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Approval,"Marginal zone B-cell lymphoma
Adult T-cell leukemia/lymphoma
Chromosome 5q deletion syndrome
Aase Smith syndrome type II
Acute leukemia
Acute lymphoblastic leukemia",,,,,,Assay: Nano BRET; IC50 = 390 ± 52 nM,1,non-covalent,IKZF1,DC50 = 120 nM; Dmax = 75 ± 2%,G-loop_beta-hairpin,GSPT1,DC50 > 10 μM; Dmax = 21 ± 3%,CRBN,Q96SW2,,,,,,,https://doi.org/10.1039/d2md00347c,,,,C13H13N3O3,259.26,259.0957,0.03,-0.77,92.50,6,3,1,3,2,1,2,0,19,6,0,0
828,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione","InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",GOTYRUGSSMKFNF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Approval,,,,,,,,1,non-covalent,PLZF,"Assay: HiBit
PLZF: DC50 = 547.1 nM; Dmax = 81.34% ",Unknown,PLZF,"Assay: HiBit
IKZF1 :DC50 = 87.55 nM Dmax = 50.39%; CK1α :DC50 = 575.0 nM Dmax = 70.44%   SALL4:DC50 = (N/A) Dmax = 59.37%",CRBN,Q96SW2,"Cell: MM1.S GI50=24.59nm GImax=21.27
Cell: H929 GI50=134.8nm GImax=12.74
Cell: MDS-L GI50=12.29 nm GImax=65.47",,,,,,https://doi.org/10.1038/s41467-023-40385-9,,,,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
828,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione","InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",GOTYRUGSSMKFNF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Approval,multiple myeloma,,,,,,"the affinity of CK1a to DDB1–CRBN
BLI; Kd=75±44 nM",1,non-covalent,,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/s41467-022-28507-1,,,,C13H13N3O3,259.26,259.0957,0.03,-0.77,92.50,6,3,1,3,2,1,2,0,19,6,0,0
828,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione","InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",GOTYRUGSSMKFNF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Approval,"Tumors
Immune system diseases
Cardiovascular diseases
Large B-cell lymphoma
Marginal zone B-cell lymphoma
Adult T-cell leukemia/lymphoma",,,,,,,1,non-covalent,,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/jacs.3c02655,,,,C13H13N3O3,259.26,259.0957,0.03,-0.77,92.50,6,3,1,3,2,1,2,0,19,6,0,0
828,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione","InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",GOTYRUGSSMKFNF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Approval,"Tumors
Immune system diseases
Cardiovascular diseases
Large B-cell lymphoma
Marginal zone B-cell lymphoma
Adult T-cell leukemia/lymphoma",,,,,,,1,non-covalent,,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/nm.4128,,,,C13H13N3O3,259.26,259.0957,0.03,-0.77,92.50,6,3,1,3,2,1,2,0,19,6,0,0
828,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione","InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",GOTYRUGSSMKFNF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Approval,"Tumors, Immune system diseases, Cardiovascular diseases, Large B-cell lymphoma, Marginal zone B-cell lymphoma, Adult T-cell leukemia/lymphoma",,,,,,,1,non-covalent,,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/s41467-021-27818-z,,,,C13H13N3O3,259.26,259.0957,0.03,-0.77,92.50,6,3,1,3,2,1,2,0,19,6,0,0
828,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione","InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",GOTYRUGSSMKFNF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Approval,"Tumors
Immune system diseases
Genetic diseases and malformations
Large B-cell lymphoma
Marginal zone B-cell lymphoma
Adult T-cell leukemia/lymphoma",,,,,,,1,non-covalent,,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1038/s42003-020-01240-5,,,,C13H13N3O3,259.26,259.0957,0.03,-0.77,92.50,6,3,1,3,2,1,2,0,19,6,0,0
828,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione","InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",GOTYRUGSSMKFNF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Approval,"Tumors
Immune system diseases
Genetic diseases and malformations
Large B-cell lymphoma
Marginal zone B-cell lymphoma
Adult T-cell leukemia/lymphoma",,,,,,,1,non-covalent,,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1126/science.aab1433,,,,C13H13N3O3,259.26,259.0957,0.03,-0.77,92.50,6,3,1,3,2,1,2,0,19,6,0,0
828,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,Lenalidomide,"3-(7-amino-3-oxo-1H-isoindol-2-yl)piperidine-2,6-dione","InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",GOTYRUGSSMKFNF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Approval,,,,,,,,1,non-covalent,SALL4,,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.7554/eLife.38430,,,,C13H13N3O3,259.26,259.0957,0.03,-0.77,92.50,6,3,1,3,2,1,2,0,19,6,0,0
