molecule_id,filename,avg_homo_ev,avg_lumo_ev,avg_gap_ev,gm_uma_energy_ev,num_conformers
11710,ligand_11710.sdf,-10.42080191,-7.818532353,2.602269561,-37759.99807,15
11711,ligand_11711.sdf,-10.44318181,-7.867493492,2.575688318,-37759.86581,17
11712,ligand_11712.sdf,-10.44334,-7.863684718,2.579655282,-37759.86714,13
11713,ligand_11713.sdf,-10.40749984,-7.921449803,2.48605004,-37759.81652,19
11714,ligand_11714.sdf,-10.41235382,-8.035726553,2.376627263,-37760.03967,18
11715,ligand_11715.sdf,-10.46532096,-7.8433765,2.621944461,-37760.0278,16
11716,ligand_11716.sdf,-10.404963,-8.002633712,2.402329283,-37760.0521,19
11717,ligand_11717.sdf,-10.39954348,-7.992705141,2.406838343,-37760.04907,17
11718,ligand_11718.sdf,-10.44237488,-8.043158164,2.399216719,-37760.05789,16
11719,ligand_11719.sdf,-10.42893021,-8.072868181,2.356062026,-37758.75511,10
1172,ligand_1172.sdf,-10.69830122,-8.595105008,2.103196208,-29793.76818,11
11720,ligand_11720.sdf,-10.46747755,-7.92342895,2.5440486,-37760.07062,15
11721,ligand_11721.sdf,-10.46587044,-7.837250804,2.628619639,-37760.00055,15
11722,ligand_11722.sdf,-10.46268748,-7.93125948,2.531428,-37760.07132,16
11723,ligand_11723.sdf,-10.34437639,-8.30116695,2.04320944,-37758.71643,17
11724,ligand_11724.sdf,-10.29939463,-8.304489597,1.994905036,-37758.71314,16
11725,ligand_11725.sdf,-10.38458915,-8.324304993,2.060284158,-37758.65625,17
11726,ligand_11726.sdf,-10.45779717,-8.161349953,2.296447222,-37759.63259,23
11727,ligand_11727.sdf,-10.44066382,-8.173188036,2.267475788,-37758.81547,15
11728,ligand_11728.sdf,-10.44318403,-8.169610484,2.273573548,-37758.79971,18
11729,ligand_11729.sdf,-10.41711874,-8.046905561,2.370213181,-37758.77333,18
1173,ligand_1173.sdf,-11.18962222,-7.710648061,3.478974157,-37287.25983,5
11730,ligand_11730.sdf,-10.41872639,-8.247139377,2.17158701,-37758.73696,18
11731,ligand_11731.sdf,-10.41377298,-8.157031175,2.256741802,-37759.87553,13
11732,ligand_11732.sdf,-10.46008777,-8.178790886,2.281296884,-37759.87709,15
11733,ligand_11733.sdf,-10.45741587,-8.136958309,2.320457558,-37759.80214,12
11734,ligand_11734.sdf,-10.34241255,-8.285758348,2.056654207,-37758.81293,22
11735,ligand_11735.sdf,-10.40837263,-8.258557528,2.149815101,-37758.78238,20
11736,ligand_11736.sdf,-10.41302387,-8.272523521,2.140500353,-37758.78956,18
11737,ligand_11737.sdf,-10.30590703,-8.138422883,2.167484142,-37758.68852,13
11738,ligand_11738.sdf,-10.42974094,-8.113629518,2.316111421,-37758.72441,14
11739,ligand_11739.sdf,-10.37155888,-8.11606093,2.255497945,-37758.72358,17
1174,ligand_1174.sdf,-11.59223071,-8.27855341,3.313677297,-37287.19867,4
11740,ligand_11740.sdf,-10.42579442,-8.094342765,2.331451658,-37758.70294,14
11741,ligand_11741.sdf,-10.48361728,-8.144369752,2.339247527,-37759.87825,17
11742,ligand_11742.sdf,-10.38903456,-8.141580966,2.247453595,-37758.79926,23
11743,ligand_11743.sdf,-10.52795203,-8.169918665,2.358033366,-37758.90456,18
11744,ligand_11744.sdf,-10.37694864,-8.16356094,2.2133877,-37758.80458,24
11745,ligand_11745.sdf,-10.33967314,-8.117412085,2.22226105,-37759.94839,16
11746,ligand_11746.sdf,-10.4598393,-8.168899773,2.290939529,-37759.82845,23
11747,ligand_11747.sdf,-10.46882766,-8.188285869,2.280541791,-37759.87609,18
11748,ligand_11748.sdf,-10.45932853,-8.211654373,2.247674159,-37759.8046,18
11749,ligand_11749.sdf,-10.36082942,-8.114677416,2.246152006,-37759.96049,19
1175,ligand_1175.sdf,-11.6052026,-8.286407578,3.318795024,-37287.19902,4
11750,ligand_11750.sdf,-10.45542716,-8.121212609,2.33421455,-37759.73011,30
11751,ligand_11751.sdf,-10.25311418,-8.207497884,2.045616293,-37759.77381,23
11752,ligand_11752.sdf,-10.4662223,-8.09731373,2.368908567,-37759.72013,26
11753,ligand_11753.sdf,-10.47902464,-8.19037952,2.288645118,-37759.81846,17
11754,ligand_11754.sdf,-10.45753942,-8.08323832,2.374301101,-37760.04326,15
11755,ligand_11755.sdf,-10.47813347,-8.080749714,2.397383755,-37760.04401,18
11756,ligand_11756.sdf,-10.37101111,-8.19132647,2.179684642,-37759.81348,16
11757,ligand_11757.sdf,-10.33254555,-8.00247258,2.33007297,-37655.45263,19
11758,ligand_11758.sdf,-10.41565706,-7.967769712,2.447887351,-37655.45115,19
11759,ligand_11759.sdf,-10.33775079,-8.072986943,2.264763843,-37655.44719,21
1176,ligand_1176.sdf,-10.92322571,-7.950668648,2.972557064,-27932.76854,4
11760,ligand_11760.sdf,-10.32324563,-8.100603603,2.222642026,-37655.40508,20
11761,ligand_11761.sdf,-10.34687824,-7.86830147,2.478576774,-37655.05188,17
11762,ligand_11762.sdf,-10.63987064,-8.044390875,2.595479761,-37655.76669,18
11763,ligand_11763.sdf,-10.66269884,-8.156303289,2.506395554,-37655.96916,21
11764,ligand_11764.sdf,-10.53368221,-8.122720148,2.410962067,-37655.56564,19
11765,ligand_11765.sdf,-10.38612254,-8.052840906,2.333281637,-37655.65876,18
11766,ligand_11766.sdf,-10.31087538,-8.230805473,2.080069911,-37655.68268,20
11767,ligand_11767.sdf,-10.36743286,-8.116300346,2.251132516,-37655.86742,19
11768,ligand_11768.sdf,-10.54966852,-8.006979057,2.542689463,-37655.82926,20
11769,ligand_11769.sdf,-10.48775435,-7.904021121,2.583733229,-37655.70073,26
1177,ligand_1177.sdf,-10.92311799,-7.949724443,2.97339355,-27932.76375,4
11770,ligand_11770.sdf,-10.26978922,-8.140407007,2.129382211,-37654.86902,16
11771,ligand_11771.sdf,-10.42571149,-8.134012525,2.291698961,-37655.91556,19
11772,ligand_11772.sdf,-10.39504081,-8.121452162,2.27358865,-37655.92595,17
11773,ligand_11773.sdf,-10.52699362,-7.934761057,2.592232562,-37656.02255,23
11774,ligand_11774.sdf,-10.41228078,-8.187847051,2.224433732,-37655.03827,23
11775,ligand_11775.sdf,-10.48277993,-8.222252912,2.260527019,-37655.00405,20
11776,ligand_11776.sdf,-10.47053502,-8.082748482,2.38778654,-37655.27769,19
11777,ligand_11777.sdf,-10.68668497,-7.926761123,2.759923845,-37655.71863,26
11778,ligand_11778.sdf,-10.71396854,-7.915204766,2.798763777,-37655.71668,29
11779,ligand_11779.sdf,-10.23105916,-7.892678346,2.338380818,-37655.6452,26
1178,ligand_1178.sdf,-10.95783936,-8.180335679,2.777503683,-27933.01458,4
11780,ligand_11780.sdf,-10.26032774,-8.066919579,2.193408159,-37655.44107,12
11781,ligand_11781.sdf,-10.35697879,-8.073255241,2.283723554,-37655.59317,19
11782,ligand_11782.sdf,-10.21247033,-8.075839649,2.136630685,-37655.43965,14
11783,ligand_11783.sdf,-10.2791422,-7.958388018,2.320754177,-37655.09653,21
11784,ligand_11784.sdf,-10.47426533,-7.810092265,2.664173062,-37655.14234,26
11785,ligand_11785.sdf,-10.53993139,-7.871279985,2.668651401,-37655.13521,22
11786,ligand_11786.sdf,-10.66660077,-8.190834228,2.475766539,-37654.84838,16
11787,ligand_11787.sdf,-10.56728479,-8.147366668,2.419918124,-37655.85521,16
11788,ligand_11788.sdf,-10.62347938,-7.916299498,2.707179882,-37655.77558,19
11789,ligand_11789.sdf,-10.61674054,-7.915290642,2.7014499,-37655.76737,19
1179,ligand_1179.sdf,-10.94418364,-7.99378043,2.950403213,-27933.02461,3
11790,ligand_11790.sdf,-10.71034891,-8.127363927,2.582984986,-37654.93931,19
11791,ligand_11791.sdf,-10.70966959,-8.127870514,2.581799073,-37654.93798,18
11792,ligand_11792.sdf,-10.39633637,-8.237876104,2.158460262,-37654.76093,21
11793,ligand_11793.sdf,-10.53203089,-7.904515389,2.627515498,-37655.65397,16
11794,ligand_11794.sdf,-10.49074653,-7.968510912,2.522235622,-37655.59057,18
11795,ligand_11795.sdf,-10.45660931,-8.174350837,2.282258469,-37655.24342,18
11796,ligand_11796.sdf,-10.51112136,-8.10123116,2.409890198,-37655.80355,17
11797,ligand_11797.sdf,-10.21595166,-7.946959338,2.268992321,-37655.78027,19
11798,ligand_11798.sdf,-10.4673625,-8.220338056,2.24702444,-37654.77306,14
11799,ligand_11799.sdf,-10.46871893,-7.864950076,2.603768855,-37654.89415,20
118,ligand_118.sdf,-10.94749002,-7.875107313,3.072382703,-20789.35013,2
1180,ligand_1180.sdf,-10.94402175,-7.993184903,2.950836847,-27933.02205,4
11800,ligand_11800.sdf,-10.45496886,-8.220851702,2.23411716,-37654.76646,11
11801,ligand_11801.sdf,-10.48285311,-8.23189347,2.250959644,-37654.76276,17
11802,ligand_11802.sdf,-10.53384786,-8.136698733,2.397149127,-37654.7819,16
11803,ligand_11803.sdf,-10.53958364,-8.120007539,2.419576104,-37655.7682,21
11804,ligand_11804.sdf,-10.24655978,-8.041651223,2.204908552,-37655.76087,14
11805,ligand_11805.sdf,-10.32297341,-8.070224476,2.252748932,-37655.7556,15
11806,ligand_11806.sdf,-10.3340901,-8.080679505,2.253410594,-37655.75823,14
11807,ligand_11807.sdf,-10.5304486,-7.913376888,2.617071711,-37655.65751,13
11808,ligand_11808.sdf,-10.55039622,-7.930499218,2.619896998,-37655.60432,15
11809,ligand_11809.sdf,-10.53359834,-7.910815907,2.62278243,-37655.64576,15
1181,ligand_1181.sdf,-10.95745377,-8.180843362,2.776610411,-27933.01202,4
11810,ligand_11810.sdf,-10.50084869,-7.895190546,2.60565814,-37654.93759,18
11811,ligand_11811.sdf,-10.46518434,-7.829020546,2.636163797,-37654.88842,18
11812,ligand_11812.sdf,-10.56570187,-7.938695483,2.627006384,-37655.00912,18
11813,ligand_11813.sdf,-10.45446577,-7.92060366,2.533862114,-37655.68048,21
11814,ligand_11814.sdf,-10.48656619,-7.927381724,2.559184468,-37655.58914,21
11815,ligand_11815.sdf,-10.42360414,-7.831098355,2.592505781,-37655.57913,18
11816,ligand_11816.sdf,-10.33387057,-8.06992789,2.263942683,-37655.74044,15
11817,ligand_11817.sdf,-10.2583068,-8.115186647,2.143120149,-37655.83657,13
11818,ligand_11818.sdf,-10.55165823,-8.132789659,2.418868571,-37655.8098,16
11819,ligand_11819.sdf,-10.55585635,-8.111160426,2.444695925,-37655.8106,16
1182,ligand_1182.sdf,-11.43225791,-8.696258043,2.735999869,-27932.5384,4
11820,ligand_11820.sdf,-10.5316697,-8.115854854,2.415814849,-37655.80587,19
11821,ligand_11821.sdf,-10.55172605,-7.978464957,2.573261098,-37655.5825,20
11822,ligand_11822.sdf,-10.47028443,-8.159873751,2.31041068,-37655.2226,17
11823,ligand_11823.sdf,-10.45714237,-8.175435146,2.281707226,-37655.24228,17
11824,ligand_11824.sdf,-10.4624003,-8.163059835,2.299340468,-37655.22338,22
11825,ligand_11825.sdf,-10.47075257,-8.051934039,2.418818532,-37654.92097,17
11826,ligand_11826.sdf,-10.49354297,-7.807715992,2.685826974,-37654.98954,21
11827,ligand_11827.sdf,-10.51268866,-7.883050878,2.629637778,-37654.91297,17
11828,ligand_11828.sdf,-10.38334913,-7.918340035,2.465009094,-37654.969,18
11829,ligand_11829.sdf,-10.51840629,-7.931349242,2.587057045,-37655.65464,19
1183,ligand_1183.sdf,-11.41249157,-8.685891165,2.72660041,-27932.53539,4
11830,ligand_11830.sdf,-10.54827105,-7.937178347,2.611092707,-37655.58296,20
11831,ligand_11831.sdf,-10.53013899,-7.932858542,2.597280449,-37655.58164,18
11832,ligand_11832.sdf,-10.51980897,-7.979711807,2.540097163,-37655.58519,23
11833,ligand_11833.sdf,-10.33031141,-8.072889526,2.257421885,-37655.73418,14
11834,ligand_11834.sdf,-10.63238408,-7.822708685,2.809675398,-37655.69604,17
11835,ligand_11835.sdf,-10.58010203,-7.918457667,2.661644366,-37655.65515,23
11836,ligand_11836.sdf,-10.61805372,-7.836437767,2.781615952,-37655.70095,20
11837,ligand_11837.sdf,-10.57332953,-8.078660054,2.494669475,-37655.74928,22
11838,ligand_11838.sdf,-10.57622841,-8.137221791,2.439006623,-37655.77181,22
11839,ligand_11839.sdf,-10.58044944,-8.091611181,2.488838259,-37655.76683,21
1184,ligand_1184.sdf,-11.19037577,-8.385933372,2.804442397,-27930.90184,3
11840,ligand_11840.sdf,-10.24794723,-8.110043753,2.137903479,-37655.8307,12
11841,ligand_11841.sdf,-10.25513477,-8.09468329,2.160451479,-37655.84521,16
11842,ligand_11842.sdf,-10.24705359,-8.113778669,2.133274925,-37655.83121,13
11843,ligand_11843.sdf,-10.34412374,-8.223703773,2.120419966,-37655.58771,20
11844,ligand_11844.sdf,-10.14583183,-8.135920499,2.009911328,-37655.68228,22
11845,ligand_11845.sdf,-10.33829406,-8.227380203,2.110913854,-37655.53126,17
11846,ligand_11846.sdf,-10.21984144,-8.135096089,2.084745352,-37655.69746,20
11847,ligand_11847.sdf,-10.34983134,-8.167608424,2.182222912,-37655.53916,19
11848,ligand_11848.sdf,-10.17863281,-8.214672382,1.963960428,-37655.67346,22
11849,ligand_11849.sdf,-10.2965676,-8.202760379,2.093807223,-37655.67017,18
1185,ligand_1185.sdf,-11.19071315,-8.385923283,2.804789865,-27930.90285,3
11850,ligand_11850.sdf,-10.32390607,-8.265425509,2.058480565,-37655.75939,16
11851,ligand_11851.sdf,-10.91485953,-8.021861234,2.892998298,-48706.076,9
11852,ligand_11852.sdf,-10.84880648,-7.942048285,2.906758198,-48706.09963,14
11853,ligand_11853.sdf,-10.79253616,-7.899742481,2.892793684,-48706.17486,16
11854,ligand_11854.sdf,-10.87335254,-7.965590737,2.907761805,-48706.14607,16
11855,ligand_11855.sdf,-10.86467314,-7.935501014,2.929172123,-48706.09471,14
11856,ligand_11856.sdf,-10.86000984,-7.963746903,2.896262942,-48706.07708,16
11857,ligand_11857.sdf,-11.19343639,-8.180408966,3.013027425,-48602.87504,4
11858,ligand_11858.sdf,-11.10930623,-8.34976699,2.759539242,-48602.55401,6
11859,ligand_11859.sdf,-11.16961609,-8.178603117,2.991012974,-48602.86097,4
1186,ligand_1186.sdf,-10.83014064,-8.031416088,2.798724553,-27933.091,4
11860,ligand_11860.sdf,-11.03775218,-8.309881375,2.727870803,-48602.49764,6
11861,ligand_11861.sdf,-11.0777135,-8.068673898,3.009039605,-48602.21673,13
11862,ligand_11862.sdf,-11.07176507,-8.082986838,2.988778234,-48602.24327,12
11863,ligand_11863.sdf,-10.74410958,-7.901600342,2.842509236,-48602.14322,9
11864,ligand_11864.sdf,-11.10714698,-8.095460048,3.011686932,-48602.23895,11
11865,ligand_11865.sdf,-10.73820773,-7.893986753,2.844220976,-48602.08851,8
11866,ligand_11866.sdf,-11.07978913,-8.092228974,2.98756016,-48602.23319,14
11867,ligand_11867.sdf,-11.33725606,-8.987720801,2.34953526,-48602.20198,6
11868,ligand_11868.sdf,-11.34401102,-8.996505269,2.347505753,-48602.20392,7
11869,ligand_11869.sdf,-10.8326728,-8.782946593,2.049726207,-48601.67208,10
1187,ligand_1187.sdf,-10.83177254,-8.032485553,2.799286989,-27933.08795,5
11870,ligand_11870.sdf,-11.24330786,-8.077155763,3.166152096,-48602.40685,6
11871,ligand_11871.sdf,-11.24316182,-8.077200376,3.16596144,-48602.40347,6
11872,ligand_11872.sdf,-10.72655909,-7.845978101,2.880580986,-48602.16657,21
11873,ligand_11873.sdf,-10.81971753,-7.944077198,2.875640331,-48602.07078,18
11874,ligand_11874.sdf,-11.04768465,-8.038786514,3.008898136,-48602.04807,12
11875,ligand_11875.sdf,-11.0198724,-8.007729406,3.012142995,-48602.20185,7
11876,ligand_11876.sdf,-11.01357042,-8.017941399,2.995629022,-48602.11831,13
11877,ligand_11877.sdf,-10.8189492,-7.935568391,2.883380805,-48602.09384,18
11878,ligand_11878.sdf,-10.82370223,-7.948961873,2.874740354,-48602.07357,16
11879,ligand_11879.sdf,-10.75940801,-7.892340221,2.867067787,-48602.13055,17
1188,ligand_1188.sdf,-10.73333812,-8.291965583,2.441372538,-27828.80263,4
11880,ligand_11880.sdf,-11.01274254,-8.020123154,2.992619385,-48602.11806,14
11881,ligand_11881.sdf,-11.00895005,-8.035452601,2.973497447,-48602.05119,12
11882,ligand_11882.sdf,-10.82028403,-7.941048198,2.879235831,-48602.08962,21
11883,ligand_11883.sdf,-11.07455783,-8.052217178,3.02234065,-48602.2776,11
11884,ligand_11884.sdf,-10.87888574,-7.970548459,2.908337282,-48602.19887,18
11885,ligand_11885.sdf,-10.87895434,-7.968994801,2.909959539,-48602.1951,16
11886,ligand_11886.sdf,-10.80213198,-8.733590704,2.06854128,-48601.69046,9
11887,ligand_11887.sdf,-11.2397691,-8.209934002,3.0298351,-47760.77584,5
11888,ligand_11888.sdf,-11.21145905,-8.195939709,3.015519337,-47760.74304,9
11889,ligand_11889.sdf,-11.2501279,-8.207562087,3.042565817,-47760.79529,6
1189,ligand_1189.sdf,-10.73326092,-8.291812111,2.441448808,-27828.7999,4
11890,ligand_11890.sdf,-11.20557694,-8.190729501,3.014847435,-47760.74488,8
11891,ligand_11891.sdf,-11.0346181,-8.249960256,2.784657847,-47760.6302,6
11892,ligand_11892.sdf,-11.00783729,-8.280279609,2.727557678,-47760.65488,6
11893,ligand_11893.sdf,-11.12569915,-8.356578329,2.769120826,-47760.69982,8
11894,ligand_11894.sdf,-11.12783315,-8.316906301,2.810926846,-47760.67494,7
11895,ligand_11895.sdf,-10.59393217,-8.262543921,2.331388248,-38301.16273,12
11896,ligand_11896.sdf,-10.61596149,-8.277890778,2.338070717,-38301.16108,13
11897,ligand_11897.sdf,-10.61888775,-8.266212158,2.352675596,-38301.14229,15
11898,ligand_11898.sdf,-10.60985325,-8.271284082,2.338569168,-38301.16106,13
11899,ligand_11899.sdf,-10.64900669,-8.153107431,2.495899254,-38196.24996,17
119,ligand_119.sdf,-10.94771347,-7.875014498,3.072698968,-20789.34952,2
1190,ligand_1190.sdf,-11.07022722,-9.128325885,1.94190134,-27825.51654,5
11900,ligand_11900.sdf,-10.47969809,-8.15279362,2.326904466,-38196.21268,23
11901,ligand_11901.sdf,-10.64484,-8.154861122,2.48997888,-38196.25116,13
11902,ligand_11902.sdf,-10.66238596,-8.162663055,2.499722906,-38196.24995,15
11903,ligand_11903.sdf,-10.65950153,-8.163003509,2.496498025,-38196.25241,12
11904,ligand_11904.sdf,-10.42386121,-8.002422792,2.421438413,-38196.16634,25
11905,ligand_11905.sdf,-10.37052405,-8.155104347,2.215419706,-38196.15499,26
11906,ligand_11906.sdf,-10.49894455,-7.8603162,2.638628353,-38196.23601,26
11907,ligand_11907.sdf,-10.59069419,-8.061181214,2.529512973,-38196.2485,19
11908,ligand_11908.sdf,-10.63838996,-8.056740355,2.58164961,-38196.22771,18
11909,ligand_11909.sdf,-10.60789843,-8.030944674,2.576953753,-38196.22997,18
1191,ligand_1191.sdf,-11.06346987,-9.13980401,1.923665857,-27825.51773,4
11910,ligand_11910.sdf,-10.63276035,-8.031402255,2.601358097,-38196.23715,18
11911,ligand_11911.sdf,-10.66103786,-8.251363755,2.409674102,-38091.46697,24
11912,ligand_11912.sdf,-10.57398783,-8.445984492,2.128003336,-38091.27389,18
11913,ligand_11913.sdf,-10.38222145,-8.51634399,1.865877458,-38091.36924,17
11914,ligand_11914.sdf,-10.55216722,-8.753832079,1.798335141,-38092.7324,14
11915,ligand_11915.sdf,-10.37995244,-8.355695054,2.024257387,-38092.31717,24
11916,ligand_11916.sdf,-10.55611932,-8.445772575,2.110346745,-38091.28761,22
11917,ligand_11917.sdf,-10.5559826,-8.446802618,2.109179985,-38091.28532,20
11918,ligand_11918.sdf,-10.58918246,-8.461668581,2.127513879,-38091.2775,22
11919,ligand_11919.sdf,-10.79213924,-8.509714894,2.282424349,-38091.54258,19
1192,ligand_1192.sdf,-10.55246136,-8.260342772,2.292118583,-27828.45575,4
11920,ligand_11920.sdf,-10.46644516,-8.420630127,2.04581503,-38091.35649,18
11921,ligand_11921.sdf,-10.59964059,-8.507356423,2.092284171,-38091.5413,22
11922,ligand_11922.sdf,-10.63292164,-8.272648492,2.360273151,-38091.53416,22
11923,ligand_11923.sdf,-10.65746688,-8.054981057,2.60248582,-38091.60931,30
11924,ligand_11924.sdf,-10.68826655,-8.197224372,2.491042179,-38091.4696,22
11925,ligand_11925.sdf,-10.36164601,-8.183365706,2.178280308,-38091.57944,26
11926,ligand_11926.sdf,-10.40564723,-8.821527566,1.584119661,-38092.62639,17
11927,ligand_11927.sdf,-10.42690583,-8.881628903,1.545276931,-38092.62556,14
11928,ligand_11928.sdf,-10.42075839,-8.864242107,1.556516282,-38092.6503,19
11929,ligand_11929.sdf,-10.68238817,-8.150171441,2.532216725,-38091.57113,21
1193,ligand_1193.sdf,-10.55254804,-8.260262176,2.292285866,-27828.45417,4
11930,ligand_11930.sdf,-10.5623218,-8.225027185,2.337294611,-38091.60628,25
11931,ligand_11931.sdf,-10.57308543,-8.04257292,2.530512514,-38091.66241,21
11932,ligand_11932.sdf,-10.4979723,-8.165549006,2.332423296,-38091.62802,19
11933,ligand_11933.sdf,-10.22754582,-8.382446466,1.845099357,-38092.32899,23
11934,ligand_11934.sdf,-10.36382257,-8.367882482,1.99594009,-38092.35481,24
11935,ligand_11935.sdf,-10.26907638,-8.412021399,1.857054977,-38092.32545,26
11936,ligand_11936.sdf,-10.38607567,-8.340039468,2.046036205,-38092.28993,20
11937,ligand_11937.sdf,-10.50938594,-8.182313889,2.327072051,-38091.60861,17
11938,ligand_11938.sdf,-10.53871579,-8.170057898,2.368657889,-38091.62684,18
11939,ligand_11939.sdf,-10.55125927,-8.140031002,2.411228264,-38091.63167,16
1194,ligand_1194.sdf,-10.55351823,-8.113980882,2.439537349,-27723.89626,2
11940,ligand_11940.sdf,-10.3146268,-8.885777629,1.428849168,-38092.53728,20
11941,ligand_11941.sdf,-10.40352935,-8.338580286,2.064949066,-38092.2797,24
11942,ligand_11942.sdf,-10.43625542,-8.290903068,2.145352354,-38092.29791,22
11943,ligand_11943.sdf,-10.40682928,-8.354997243,2.051832035,-38092.34608,20
11944,ligand_11944.sdf,-10.18218346,-8.994493072,1.187690391,-38092.55823,20
11945,ligand_11945.sdf,-10.46961055,-8.751974795,1.717635752,-38092.58961,20
11946,ligand_11946.sdf,-10.40801805,-8.944868388,1.463149664,-38092.51106,22
11947,ligand_11947.sdf,-10.55845041,-8.313121037,2.245329378,-38091.52973,19
11948,ligand_11948.sdf,-10.41056555,-8.317320481,2.093245071,-38092.41757,17
11949,ligand_11949.sdf,-10.51093707,-8.543788969,1.967148105,-38091.55977,19
1195,ligand_1195.sdf,-10.55341689,-8.113682263,2.439734624,-27723.89888,2
11950,ligand_11950.sdf,-10.47973778,-8.903438896,1.576298889,-38092.61623,17
11951,ligand_11951.sdf,-10.44918145,-8.938068006,1.511113442,-38092.51507,13
11952,ligand_11952.sdf,-10.569083,-8.511144464,2.057938532,-38091.53275,16
11953,ligand_11953.sdf,-10.52249376,-8.584230633,1.938263128,-38091.49767,16
11954,ligand_11954.sdf,-10.54404681,-8.530971644,2.013075169,-38091.53039,18
11955,ligand_11955.sdf,-10.52929737,-8.52814386,2.001153508,-38091.52449,20
11956,ligand_11956.sdf,-10.62931219,-8.292389,2.336923188,-38091.55952,19
11957,ligand_11957.sdf,-10.63756601,-8.298740841,2.338825169,-38091.46997,18
11958,ligand_11958.sdf,-10.53198517,-8.533544872,1.998440294,-38091.53134,21
11959,ligand_11959.sdf,-10.57226438,-8.514428084,2.057836296,-38091.53916,15
1196,ligand_1196.sdf,-11.02615457,-8.20193524,2.824219333,-27723.65799,4
11960,ligand_11960.sdf,-10.56721535,-8.513246621,2.053968731,-38091.53735,17
11961,ligand_11961.sdf,-10.5706721,-8.505335288,2.065336816,-38091.53632,14
11962,ligand_11962.sdf,-10.41379147,-8.327303551,2.086487914,-38092.41095,15
11963,ligand_11963.sdf,-10.51813484,-8.525050934,1.993083904,-38091.53328,22
11964,ligand_11964.sdf,-10.33724762,-8.274848647,2.062398977,-38092.44098,24
11965,ligand_11965.sdf,-10.62908029,-8.283614014,2.345466281,-38091.57686,17
11966,ligand_11966.sdf,-10.64426317,-8.298378475,2.345884694,-38091.57313,18
11967,ligand_11967.sdf,-10.64938307,-8.282437164,2.36694591,-38091.56115,12
11968,ligand_11968.sdf,-10.36405108,-8.32182192,2.042229163,-38092.44513,21
11969,ligand_11969.sdf,-10.2872187,-8.139497649,2.147721046,-38092.43722,19
1197,ligand_1197.sdf,-11.02602892,-8.202182167,2.823846757,-27723.66119,4
11970,ligand_11970.sdf,-10.32112042,-8.215089018,2.106031401,-38092.44245,20
11971,ligand_11971.sdf,-11.01060387,-8.19713251,2.81347136,-55447.34967,10
11972,ligand_11972.sdf,-11.011447,-8.1986348,2.812812202,-55447.3482,10
11973,ligand_11973.sdf,-11.16315802,-8.20524328,2.957914744,-55447.31632,4
11974,ligand_11974.sdf,-10.99501109,-8.192706774,2.802304315,-55447.06013,8
11975,ligand_11975.sdf,-11.07085786,-8.349526178,2.721331685,-55447.10587,9
11976,ligand_11976.sdf,-10.94145885,-7.978149922,2.963308932,-55447.26214,10
11977,ligand_11977.sdf,-10.98640226,-8.184719679,2.801682576,-55447.08726,7
11978,ligand_11978.sdf,-10.84494399,-8.046485164,2.798458831,-55447.17553,7
11979,ligand_11979.sdf,-11.22119772,-8.196505425,3.024692296,-55447.37106,6
1198,ligand_1198.sdf,-9.779941888,-8.089572111,1.690369777,-27723.69119,8
11980,ligand_11980.sdf,-10.99498873,-8.193631295,2.801357433,-55447.05924,9
11981,ligand_11981.sdf,-10.98643552,-8.184701225,2.80173429,-55447.08769,7
11982,ligand_11982.sdf,-11.16271239,-8.207368855,2.955343534,-55447.31418,6
11983,ligand_11983.sdf,-10.96078225,-8.043671455,2.9171108,-55447.22482,11
11984,ligand_11984.sdf,-11.07029953,-8.347888315,2.722411218,-55447.1075,7
11985,ligand_11985.sdf,-11.14971866,-8.305860602,2.843858061,-55447.23147,6
11986,ligand_11986.sdf,-10.91914679,-7.969023082,2.950123707,-55447.26146,8
11987,ligand_11987.sdf,-10.87798523,-8.042222674,2.835762555,-55447.20274,6
11988,ligand_11988.sdf,-11.15026817,-8.305900446,2.844367728,-55447.23185,8
11989,ligand_11989.sdf,-10.95907182,-8.046535311,2.912536507,-55447.2257,10
1199,ligand_1199.sdf,-9.779744249,-8.089701255,1.690042994,-27723.695,8
11990,ligand_11990.sdf,-11.22079308,-8.196276494,3.024516589,-55447.37095,5
11991,ligand_11991.sdf,-10.25284477,-8.038509887,2.214334885,-45041.33683,14
11992,ligand_11992.sdf,-10.22642136,-7.790844821,2.435576535,-45041.44654,18
11993,ligand_11993.sdf,-10.21374624,-8.061711885,2.152034354,-45041.40475,24
11994,ligand_11994.sdf,-10.28918365,-7.730086533,2.559097119,-45041.47557,25
11995,ligand_11995.sdf,-10.22389453,-8.004626832,2.219267701,-45041.3411,35
11996,ligand_11996.sdf,-10.36215191,-7.949894445,2.412257462,-45041.40634,26
11997,ligand_11997.sdf,-10.27231471,-7.96342115,2.30889356,-45041.38845,21
11998,ligand_11998.sdf,-10.22394465,-8.04827247,2.175672185,-45041.37975,19
11999,ligand_11999.sdf,-10.30102093,-7.905100566,2.395920369,-45041.4618,21
12,ligand_12.sdf,-10.67682376,-7.811303524,2.865520239,-12391.1352,2
120,ligand_120.sdf,-10.63413213,-7.287777623,3.34635451,-30115.09518,2
1200,ligand_1200.sdf,-10.74628504,-8.270123017,2.47616202,-27502.43219,6
12000,ligand_12000.sdf,-10.33055878,-7.938185788,2.392372996,-45041.31303,15
