sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
NC(=O)CC(NC(=O)C=1C=CC(=CC1)N2CCC(=O)NC2=O)C3=CN(CC=4C=CN=C(F)C4F)N=N3,Z9302749745,498.443,498.443,-2.716,-3.67,3,7,165.2,8,https://real.enamine.net/public-enum-files/Z9302749745
CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)N3CCC(CN4C=C(N=N4)C5=NNC=6C=CC=CC56)C3,Z9302749765,498.538,498.538,0.645,-5.082,2,6,129.11,5,https://real.enamine.net/public-enum-files/Z9302749765
COCC1=CC(=NO1)C2=CN(CC(F)CCNC(=O)C=3C=CC(=C(C)C3)N4CCC(=O)NC4=O)N=N2,Z9302749832,499.496,499.496,-1.009,-2.886,2,7,144.48,10,https://real.enamine.net/public-enum-files/Z9302749832
CC=1C=CC(=CC1NCCCC=2C=CC=3OCCC3C2)N4CCC(=O)NC4=O,Z9302750172,379.453,379.453,2.341,-4.503,2,4,70.67,6,https://real.enamine.net/public-enum-files/Z9302750172
CC=1C=C(C=CC1N2CCC(=O)NC2=O)C=3C=CC=CC3COC=4C=CC=CC4,Z9302750200,386.444,386.444,3.587,-6.458,1,3,58.64,5,https://real.enamine.net/public-enum-files/Z9302750200
O=C1CCN(C(=O)N1)C=2C=CC(=CC2F)NC3=C4CCCCC4=NC5=NC=NN35,Z9302750215,395.391,395.391,1.455,-5.348,2,6,104.52,3,https://real.enamine.net/public-enum-files/Z9302750215
O=C(O)C(F)(F)F.O=C(NC1=CC(Cl)=CC(=C1)N2CCC(=O)NC2=O)C3=CC=4CNCCCC4O3,Z9311798469,516.855,402.832,0.33,-4.592,3,4,103.68,4,https://real.enamine.net/public-enum-files/Z9311798469
O=C(NC=1C=CC(=C(F)C1)N2CCC(=O)NC2=O)C3=NNC4=C3COC=5C=CC=CC45,Z9302750506,421.382,421.382,1.353,-5.653,3,5,116.42,3,https://real.enamine.net/public-enum-files/Z9302750506
O=C(O)C(F)(F)F.CC=1C=CC(=CC1N2CCC(=O)NC2=O)C3=CC=CC(=C3)OCCN4CCC(C)CC4,Z9310743967,535.556,421.533,3.84,-6.145,1,4,61.88,7,https://real.enamine.net/public-enum-files/Z9310743967
O=C1CCN(C(=O)N1)C=2C=CC(=CC2F)NC=3N=C(N=C4SC=CC34)C5=CC=CC=N5,Z9302750795,434.448,434.448,2.439,-6.174,2,6,100.11,4,https://real.enamine.net/public-enum-files/Z9302750795
O=C(O)C(F)(F)F.CC1=CC=C(C=C1N2CCC(=O)NC2=O)C(=O)N3CCN4C(=NN=C4C3)C5CCNCC5,Z9311796088,551.519,437.496,-2.157,-2.879,2,6,112.46,4,https://real.enamine.net/public-enum-files/Z9311796088
CC1=CC(=NN1C=2C=CC=3COCC3C2)NC(=O)C4=CC=CC(=C4C)N5CCC(=O)NC5=O,Z9302751000,445.472,445.472,0.694,-5.131,2,5,105.56,4,https://real.enamine.net/public-enum-files/Z9302751000
CC=1C(=CC=CC1N2CCC(=O)NC2=O)NC(=O)C=3C=NN4C(=CC=NC34)C5=CC=CS5,Z9302751024,446.484,446.484,0.967,-5.33,2,5,108.7,4,https://real.enamine.net/public-enum-files/Z9302751024
CCN(CC)C=1C=CC=2C(=CC(=O)OC2C1)CNC=3C=CC(F)=C(C3)N4CCC(=O)NC4=O,Z9302751231,452.479,452.479,2.204,-5.367,2,5,90.98,7,https://real.enamine.net/public-enum-files/Z9302751231
N#CC=1C=C(NC=2C=CC(=C(F)C2)N3CCC(=O)NC3=O)C=4C=C(Br)C=CC4N1,Z9302751292,454.252,454.252,3.147,-5.947,2,5,98.12,3,https://real.enamine.net/public-enum-files/Z9302751292
CC1=C(N=NN1C=2C=CC=C3C=CC=NC23)C(=O)NC=4C=CC=C(C4C)N5CCC(=O)NC5=O,Z9302751351,455.47,455.47,0.339,-4.76,2,6,122.11,4,https://real.enamine.net/public-enum-files/Z9302751351
CC=1C=CC(=CC1NCC=2C=NN(C2)CC=3C=CC=CC3C(F)(F)F)N4CCC(=O)NC4=O,Z9302751374,457.449,457.449,2.215,-4.639,2,4,79.26,7,https://real.enamine.net/public-enum-files/Z9302751374
CC=1C=CC(=CC1NC(=O)COC=2C=CC=3C=4CCCC4C(=O)OC3C2)N5CCC(=O)NC5=O,Z9302751480,461.468,461.468,0.895,-6.439,2,5,114.04,5,https://real.enamine.net/public-enum-files/Z9302751480
CC=1C=C(C=CC1N2CCC(=O)NC2=O)NC(=O)NCC3=CC=CC(=C3)COCC4=CC=CO4,Z9302751507,462.499,462.499,1.371,-4.887,3,4,112.91,8,https://real.enamine.net/public-enum-files/Z9302751507
COC=1C=CC(CN2N=CC=C2NC(=O)C=3C=CC(=C(C)C3)N4CCC(=O)NC4=O)=C(C1)OC,Z9302751521,463.487,463.487,1.308,-4.69,2,6,114.79,7,https://real.enamine.net/public-enum-files/Z9302751521
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N3CC=4C=NN(C=5C=CC=CC5)C4CC(C)(C)C3,Z9302751757,471.552,471.552,2.521,-5.065,1,4,87.54,3,https://real.enamine.net/public-enum-files/Z9302751757
CC=1C=C(C=CC1N2CCC(=O)NC2=O)NC(=O)CC3=CNC4=C(C=CC=C34)OCC=5C=CC=CC5,Z9302752126,482.532,482.532,2.648,-6.224,3,4,103.53,7,https://real.enamine.net/public-enum-files/Z9302752126
COC=1C=C(C=CC1Cl)N(CC=2C=CSC2)C(=O)C=3C=CC(C)=C(C3)N4CCC(=O)NC4=O,Z9302752228,483.969,483.969,3.392,-6.396,1,4,78.95,6,https://real.enamine.net/public-enum-files/Z9302752228
COC=1C=CC=CC1C=2C=C(C(=O)NC=3C=CC(=C(C)C3)N4CCC(=O)NC4=O)C=5C(C)=NOC5N2,Z9302752293,485.493,485.493,1.987,-5.911,2,6,126.66,5,https://real.enamine.net/public-enum-files/Z9302752293
CCN(CCN1C=C(N=N1)C2=CN=C3C=CC=NN23)C(=O)C=4C=C(C=CC4F)N5CCC(=O)NC5=O,Z9302752692,491.479,491.479,-0.268,-3.591,1,7,130.62,7,https://real.enamine.net/public-enum-files/Z9302752692
O=C(O)C(F)(F)F.CC=1C(=CC=CC1N2CCC(=O)NC2=O)C(=O)NCC=3C=CC=CC3OCCCN(C)C4CCCC4,Z9401520960,606.634,492.611,2.499,-5.706,2,5,90.98,11,https://real.enamine.net/public-enum-files/Z9401520960
COCCOCCOC=1C=CC=2N=C(CNC(=O)C=3C=CC(C)=C(C3)N4CCC(=O)NC4=O)NC2C1,Z9302752945,495.529,495.529,0.48,-4.138,3,7,134.88,11,https://real.enamine.net/public-enum-files/Z9302752945
COC=1C=CC(=CC1)C2=NNC(C(=O)NC3=CC=C(C(C)=C3)N4CCC(=O)NC4=O)=C2Br,Z9302753102,498.33,498.33,1.92,-6.214,3,5,116.42,5,https://real.enamine.net/public-enum-files/Z9302753102
CC=1C=CC(=CC1NC(=O)C=2NC=3C(Br)=CC=CC3C2CCCO)N4CCC(=O)NC4=O,Z9302753163,499.358,499.358,0.953,-5.948,4,4,114.53,6,https://real.enamine.net/public-enum-files/Z9302753163
N#CCCOCC1=CN(N=N1)C=2C=CC=3CCN(CC3C2)C(=O)C=4C=CC(=CC4)N5CCC(=O)NC5=O,Z9302753197,499.522,499.522,-0.438,-3.897,1,7,133.45,7,https://real.enamine.net/public-enum-files/Z9302753197
N#CC1(CC1)C=2C=CC=C(C=3C=CC(=CC3)N4CCC(=O)NC4=O)C2F,Z6722467897,349.359,349.359,1.61,-5.056,1,3,73.2,3,https://real.enamine.net/public-enum-files/Z6722467897
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C=3C=CN(N3)C4CCCC4,Z7407799142,338.404,338.404,1.997,-3.958,1,3,67.23,3,https://real.enamine.net/public-enum-files/Z7407799142
CCN1N=C(C=C1C=2C=CC(=C(C)C2)N3CCC(=O)NC3=O)C4CC4,Z7634882895,338.404,338.404,1.767,-4.023,1,3,67.23,4,https://real.enamine.net/public-enum-files/Z7634882895
"O=C(C=1C=CC=C(C1)N2CCC(=O)NC2=O)N3C[C@H](C4=NC(=NN4)C5CC5)[C@H](C3)C6CC6 |&1:18,27,r|",Z7806426733,434.492,434.492,-0.597,-4.929,2,5,111.29,5,https://real.enamine.net/public-enum-files/Z7806426733
COC=1C=CC=CC1C2=CSC(=N2)C3CCCN(C3)C(=O)C=4C=CC=C(C4)N5CCC(=O)NC5=O,Z7806560840,490.576,490.576,0.931,-5.525,1,5,91.84,5,https://real.enamine.net/public-enum-files/Z7806560840
CC=1C=CC=2NC(=NC2C1)C(NC(=O)C=3C=CC=C(C3)N4CCC(=O)NC4=O)C=5C=CC=CC5,Z7806592816,453.494,453.494,1.77,-6.242,3,4,107.19,5,https://real.enamine.net/public-enum-files/Z7806592816
COC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)N3CCCC3(C)CC=4C=CC=CC4C(F)(F)F,Z8265654389,489.488,489.488,2.621,-5.696,1,4,78.95,6,https://real.enamine.net/public-enum-files/Z8265654389
COC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NC3CCC=4C=NN(CCCC(F)(F)F)C4C3,Z8265681691,493.48,493.48,0.03,-4.385,2,5,105.56,8,https://real.enamine.net/public-enum-files/Z8265681691
O=C(O)C(F)(F)F.O=C(C=1C=CC(F)=C(C1)N2CCC(=O)NC2=O)N(CCN3C=CN=C3)CC=4C=CSC4,Z9401380679,555.504,441.481,0.38,-4.789,1,4,87.54,8,https://real.enamine.net/public-enum-files/Z9401380679
COCC1(CNC(=O)C=2C=CC(=C(C2)OC)N3CCC(=O)NC3=O)OCCC=4C=CC=CC41,Z8265770508,453.489,453.489,0.532,-4.217,2,6,106.2,7,https://real.enamine.net/public-enum-files/Z8265770508
COC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)N(C)C3CCOC=4C(C)=CC(C)=CC43,Z8265780041,437.489,437.489,1.548,-5.222,1,5,88.18,4,https://real.enamine.net/public-enum-files/Z8265780041
"O=C(O)C(F)(F)F.COC=1C=CC=C(C1)[C@@H]2[C@H](CCN2C3CC3)NC(=O)C=4C=CC(F)=C(C4)N5CCC(=O)NC5=O |&1:15,16,r|",Z9401520832,580.529,466.506,1.438,-5.339,2,5,90.98,7,https://real.enamine.net/public-enum-files/Z9401520832
O=C(C=1C=CC(F)=C(C1)N2CCC(=O)NC2=O)N3CCOC(C3)C4=NC(=CS4)C=5C=CC=CC5,Z8265906631,480.513,480.513,0.662,-5.481,1,5,91.84,4,https://real.enamine.net/public-enum-files/Z8265906631
CC1=NOC(=N1)[C@@H]2[C@@H](C)OCCN2C(=O)C=3C=CC(Br)=C(C3)N4CCC(=O)NC4=O,Z8266243046,478.297,478.297,-0.486,-3.87,1,6,117.87,3,https://real.enamine.net/public-enum-files/Z8266243046
CC1=NC2=NC(=NN2C(C)=C1CCC(=O)NC=3C=CC(F)=C(C3)N4CCC(=O)NC4=O)C(F)(F)F,Z8266334731,493.415,493.415,0.308,-4.553,2,6,121.59,6,https://real.enamine.net/public-enum-files/Z8266334731
CCCOC=1C=CC=C2C1OCC2NC(=O)C=3C=CC(Br)=C(C3)N4CCC(=O)NC4=O,Z8266494870,488.332,488.332,2.481,-6.039,2,5,96.97,6,https://real.enamine.net/public-enum-files/Z8266494870
O=C1CCN(C(=O)N1)C=2C=C(C=CC2F)NS(=O)(=O)CCC3CCC=4C=CC=CC43,Z8266786850,431.482,431.482,1.941,-5.16,2,4,95.58,5,https://real.enamine.net/public-enum-files/Z8266786850
O=C(NS(=O)(=O)C=1C=CC=2NN=NC2C1)C=3C=CC(Br)=C(C3)N4CCC(=O)NC4=O,Z8267019678,493.293,493.293,1.121,-4.748,3,7,154.22,3,https://real.enamine.net/public-enum-files/Z8267019678
COC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NS(=O)(=O)C3=CC=CC(=C3)N4C=NN=N4,Z8267065017,471.449,471.449,0.272,-3.801,2,9,165.48,5,https://real.enamine.net/public-enum-files/Z8267065017
O=C(O)C(F)(F)F.O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CCC4=C(C3)N=CN4C5CCCNC5,Z9312342808,536.505,422.481,-1.593,-3.769,2,5,99.57,4,https://real.enamine.net/public-enum-files/Z9312342808
CC1=NN(C(C)=C1CN(C)C(=O)C=2C=CC(=CC2)N3CCC(=O)NC3=O)C4CCS(=O)(=O)C4,Z8267156132,473.547,473.547,-2.565,-2.677,1,6,121.68,5,https://real.enamine.net/public-enum-files/Z8267156132
CC=1NC=2C=CC(=CC2C1CCNC(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O)OC(F)(F)F,Z8267158206,474.433,474.433,2.198,-6.192,3,4,103.53,7,https://real.enamine.net/public-enum-files/Z8267158206
CC1CC=2C=C(C=C(Cl)C2O1)S(=O)(=O)NC(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z8267161514,463.893,463.893,2.082,-5.142,2,6,121.88,3,https://real.enamine.net/public-enum-files/Z8267161514
CC1CN(CCN1C(=O)CC=2C=CC=C(Cl)C2)C(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z8267162721,468.933,468.933,1.314,-5.23,1,4,90.03,4,https://real.enamine.net/public-enum-files/Z8267162721
CN1C=C(C=N1)N2CCN(C(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O)S2(=O)=O,Z8267163729,418.429,418.429,-0.738,-2.86,1,6,124.92,3,https://real.enamine.net/public-enum-files/Z8267163729
CN1C=CN=C1C(NC(=O)C=2C=CC(=CC2)N3CCC(=O)NC3=O)C4CCOCC4,Z8267164419,411.455,411.455,-1.624,-2.655,2,5,105.56,5,https://real.enamine.net/public-enum-files/Z8267164419
O=C(N[C@@H](C=1C=CC(=CC1F)OCCF)C(F)(F)F)C=2C=CC(=CC2)N3CCC(=O)NC3=O,Z8267169208,471.378,471.378,1.727,-6.09,2,4,87.74,8,https://real.enamine.net/public-enum-files/Z8267169208
O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CCN(CC3)S(=O)(=O)C=4C=CC=5NC(=O)NC5C4,Z8267170536,498.514,498.514,-0.272,-5.043,3,6,148.23,3,https://real.enamine.net/public-enum-files/Z8267170536
O=C(O)C(F)(F)F.CN(C)CCNC(=O)C1CC=2C=CC=CC2CN1C(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z9310316650,577.553,463.53,0.416,-4.816,2,5,102.06,7,https://real.enamine.net/public-enum-files/Z9310316650
O=C(NCCC=1C=CC=2OCOC2C1OCC=3C=CC=CC3)C=4C=CC(=CC4)N5CCC(=O)NC5=O,Z8267180806,487.505,487.505,2.354,-5.942,2,6,106.2,8,https://real.enamine.net/public-enum-files/Z8267180806
CS(=O)(=O)NC=1C=CC=C(C#CCNC(=O)C=2C=CC(=CC2)N3CCC(=O)NC3=O)C1,Z8267202801,440.474,440.474,-0.941,-4.527,3,5,124.68,6,https://real.enamine.net/public-enum-files/Z8267202801
O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CC(C3)OCC4=CC=CC=5C=CC=CC45,Z8267204818,429.469,429.469,1.945,-6.286,1,4,78.95,5,https://real.enamine.net/public-enum-files/Z8267204818
CCN1CC(CN(C)C(=O)C=2C=CC(=CC2)N3CCC(=O)NC3=O)OC=4C=CC=CC41,Z8267207947,422.478,422.478,1.258,-4.819,1,5,82.19,5,https://real.enamine.net/public-enum-files/Z8267207947
O=C(O)C(F)(F)F.CC=1C=C(N(C)N1)N2CCCC(C2=O)N3CCN(CC3)C(=O)C=4C=CC(=CC4)N5CCC(=O)NC5=O,Z9401380139,607.583,493.559,-0.212,-4.123,1,6,111.09,5,https://real.enamine.net/public-enum-files/Z9401380139
O=C(O)C(F)(F)F.CN1CCC=2NC(=O)C(=CC2C1)CNC(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z9593843295,523.463,409.439,-2.315,-3.777,3,5,110.85,5,https://real.enamine.net/public-enum-files/Z9593843295
O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CC4(C3)NC(=O)C=5C=CC=CC5N4,Z8267235074,405.408,405.408,-1.167,-4.552,3,5,110.85,2,https://real.enamine.net/public-enum-files/Z8267235074
O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CCN4C5=NC=C(Br)C=C5NC(=O)C4C3,Z8267237451,499.318,499.318,0.108,-4.986,2,6,114.95,2,https://real.enamine.net/public-enum-files/Z8267237451
O=C(NC=1C=CC2=NN=C(CCCO)N2C1)C=3C=CC(=CC3)N4CCC(=O)NC4=O,Z8267250460,408.412,408.412,-1.349,-3.173,3,6,128.93,6,https://real.enamine.net/public-enum-files/Z8267250460
CC(CC=1C=CC=2NN=CC2C1)N(C)C(=O)C=3C=CC(Br)=C(C3)N4CCC(=O)NC4=O,Z8271903480,484.346,484.346,1.106,-5.393,2,4,98.4,5,
"CC1=CC(=CC(=C1)C(=O)N2C3=CC=CC=C3[C@]4(C)CCCC[C@H]24)N5CCC(=O)NC5=O |&1:16,22,r|",Z9302746844,417.501,417.501,2.752,-6.219,1,3,69.72,2,https://real.enamine.net/public-enum-files/Z9302746844
CCC=1N=CC2=C(CC3CCC2N3C(=O)C=4C=C(C=CC4F)N5CCC(=O)NC5=O)N1,Z9302746853,423.441,423.441,-0.142,-4.05,1,5,95.5,3,https://real.enamine.net/public-enum-files/Z9302746853
CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NC3CCOCC3OCC=4C=CC=CC4,Z9302746967,437.489,437.489,0.699,-4.982,2,5,96.97,6,https://real.enamine.net/public-enum-files/Z9302746967
O=C(O)C(F)(F)F.CC=1C=CC(=CC1N2CCC(=O)NC2=O)C(=O)NC[C@@]34CN[C@H](CN4CC=5C=CC=CC5)C3,Z9322685281,561.554,447.531,1.204,-5.019,3,5,93.78,7,https://real.enamine.net/public-enum-files/Z9322685281
"O=C(O)C(F)(F)F.CCCN1C(=O)CC[C@H](C(=O)NC2=CC=C(C(C)=C2)N3CCC(=O)NC3=O)[C@H]1C4=CN=CN4C |&1:15,34,r|",Z9398074089,580.557,466.534,-0.364,-4.177,2,5,116.64,7,https://real.enamine.net/public-enum-files/Z9398074089
"O=C(O)C(F)(F)F.COCC(=O)N[C@@H]1CN(C[C@H]1C2=NC=CN2C)C(=O)C=3C=C(Cl)C=C(C3)N4CCC(=O)NC4=O |&1:13,17,r|",Z9398074087,602.948,488.925,-2.077,-3.698,2,6,125.87,7,https://real.enamine.net/public-enum-files/Z9398074087
CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)N(C)[C@H]3CC[C@H](CC3)N4C=C(CN5C=CC=N5)N=N4,Z9302747519,490.559,490.559,-0.972,-2.678,1,6,118.25,6,https://real.enamine.net/public-enum-files/Z9302747519
O=C(O)C(F)(F)F.CC=1C=C(C=CC1N2CCC(=O)NC2=O)NC(=O)C3CC=4C=5C=CC=CC5NC4C(N3)C=6C=CC=CC6,Z9398065903,607.581,493.558,2.051,-7.116,4,4,106.33,5,https://real.enamine.net/public-enum-files/Z9398065903
"COC=1C=CC=C(C2=CN(N=N2)[C@H]3COC[C@H]3NC(=O)C=4C=CC(=CC4)N5CCC(=O)NC5=O)C1F |&1:12,16,r|",Z9302747620,494.476,494.476,0.315,-4.984,2,7,127.68,6,
CC=1C=C(C=CC1N2CCC(=O)NC2=O)NC3CCC4(CC3)C(=O)NC5=NC=C(Br)C=C54,Z9302747694,498.373,498.373,1.495,-4.757,3,5,103.43,3,https://real.enamine.net/public-enum-files/Z9302747694
CC=1C=C(C=C(C1)N2CCC(=O)NC2=O)NC3CCCC=4C(O)=CC=CC4C3,Z9302747792,379.453,379.453,2.244,-4.604,3,4,81.67,3,https://real.enamine.net/public-enum-files/Z9302747792
CC=1C=CC(=CC1NCC2=CN(CC3CCCO3)N=N2)N4CCC(=O)NC4=O,Z9302747806,384.433,384.433,-1.01,-2.477,2,6,101.38,6,https://real.enamine.net/public-enum-files/Z9302747806
O=C(O)C(F)(F)F.O=C(C=1C=CC(=CC1)N2CCC(=O)NC2=O)N3CCCC3C4=NN=C5CNCCN45,Z9311796274,523.466,409.443,-2.9,-2.926,2,6,112.46,4,https://real.enamine.net/public-enum-files/Z9311796274
CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NC3(CC3)C4CCC=5C=C(F)C=CC5O4,Z9302748275,437.464,437.464,2.026,-5.785,2,4,87.74,4,https://real.enamine.net/public-enum-files/Z9302748275
CC1=CC(=CC(=C1)C(=O)N2CCCC(O)(C2)C3=CN(N=N3)C(C)C)N4CCC(=O)NC4=O,Z9302748363,440.497,440.497,-1.136,-3.205,2,6,120.66,4,https://real.enamine.net/public-enum-files/Z9302748363
O=C(NC(C1=NN=NN1)C=2C=C(F)C=CC2F)C=3C=C(C=CC3F)N4CCC(=O)NC4=O,Z9302748435,445.356,445.356,-0.536,-4.594,3,6,132.97,5,https://real.enamine.net/public-enum-files/Z9302748435
CCOC=1C=CC=NC1OC2CCCN(C2)C(=O)C3=CC=CC(=C3C)N4CCC(=O)NC4=O,Z9302748539,452.504,452.504,1.478,-4.729,1,6,101.07,6,https://real.enamine.net/public-enum-files/Z9302748539
CC=1C(=CC=CC1N2CCC(=O)NC2=O)C(=O)NC(C3=CC=4C=CC=CC4O3)C=5C=CC=NC5,Z9302748587,454.478,454.478,1.07,-5.759,2,4,104.54,5,https://real.enamine.net/public-enum-files/Z9302748587
O=C(NCC=1C=CN=CC1OCC2CCOC2)C3=CC(Cl)=CC(=C3)N4CCC(=O)NC4=O,Z9302748658,458.895,458.895,0.16,-4.055,2,6,109.86,7,https://real.enamine.net/public-enum-files/Z9302748658
CC1=CC(=CC(=C1)C(=O)N(C)C(CC=2C=CC(F)=CC2)C=3C=CN(C)N3)N4CCC(=O)NC4=O,Z9302748709,463.505,463.505,1.1,-4.68,1,4,87.54,6,https://real.enamine.net/public-enum-files/Z9302748709
CC1=CC(=CC(=C1)C(=O)N(C)CC2=NN=C3C(CCCN23)C(F)(F)F)N4CCC(=O)NC4=O,Z9302748740,464.442,464.442,-1.042,-3.992,1,5,100.43,5,https://real.enamine.net/public-enum-files/Z9302748740
CC=1C=C(C=CC1N2CCC(=O)NC2=O)NC(=O)C(C)(O)CN3C(=O)C(C)(C)C=4C=CC=CC43,Z9302748749,464.515,464.515,0.953,-5.096,3,5,119.05,5,https://real.enamine.net/public-enum-files/Z9302748749
CN(C(=O)C1=CC(=CC=C1F)N2CCC(=O)NC2=O)C3=NC=4CCC(CC4S3)C(F)(F)F,Z9302748821,470.443,470.443,-0.025,-5.998,1,4,82.61,4,https://real.enamine.net/public-enum-files/Z9302748821
CC1=CC(=CC(=C1)C(=O)N2CCOC(C2)C=3C=CC=C(C3)OC(F)(F)F)N4CCC(=O)NC4=O,Z9302748986,477.434,477.434,1.528,-6.192,1,5,88.18,5,https://real.enamine.net/public-enum-files/Z9302748986
O=C(O)C(F)(F)F.CC1(CNCCN1C(=O)C=2C=CC(=CC2)N3CCC(=O)NC3=O)C=4C=CC(F)=C(Br)C4,Z9402912151,603.361,489.338,1.946,-5.944,2,4,81.75,4,https://real.enamine.net/public-enum-files/Z9402912151
O=C(O)C(F)(F)F.O=C1CCN(C(=O)N1)C=2C=CC(=CC2)C3CCN(CC3)C4COCCN5C(Br)=NN=C45,Z9310700238,603.39,489.366,-0.564,-4.064,1,6,92.59,4,https://real.enamine.net/public-enum-files/Z9310700238
CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)N3CC(CCC3(C)C)N4C=C(N=N4)C5=CN=CN5C,Z9302749432,490.559,490.559,0.206,-3.489,1,6,118.25,4,https://real.enamine.net/public-enum-files/Z9302749432
CC=1C=CC(=CC1C(=O)N2CC(CCC2(C)C)N3C=C(CN4C=NC=N4)N=N3)N5CCC(=O)NC5=O,Z9302749473,491.547,491.547,-1.031,-3.755,1,7,131.14,5,https://real.enamine.net/public-enum-files/Z9302749473
O=C(O)C(F)(F)F.CC1=CC(=CC(=C1)C(=O)NC=2C=C(C=CC2F)NC(=O)CN3CCCCC3C)N4CCC(=O)NC4=O,Z9387746852,609.571,495.547,1.465,-5.69,3,5,110.85,7,https://real.enamine.net/public-enum-files/Z9387746852
COCC1(CCCO1)C2=CN(CCCN(C(=O)C=3C=CC(=CC3)N4CCC(=O)NC4=O)C5CC5)N=N2,Z9302749667,496.56,496.56,-1.081,-3.086,1,7,118.89,10,https://real.enamine.net/public-enum-files/Z9302749667
O=C(NC(C1=NNC(=N1)C2=CC=CS2)C(F)(F)F)C=3C=C(Cl)C=C(C3)N4CCC(=O)NC4=O,Z9302749796,498.868,498.868,1.764,-6.409,3,5,120.08,6,https://real.enamine.net/public-enum-files/Z9302749796
O=C(O)C(F)(F)F.CC=1C=C(C=CC1N2CCC(=O)NC2=O)C(=O)NCC(C=3C=CC(Cl)=CC3)N4CCOC(C)(C)C4,Z9401380727,613.026,499.002,2.629,-5.684,2,5,90.98,7,https://real.enamine.net/public-enum-files/Z9401380727
C[C@H](C=1C=CN=CC1)N2C=C(N=N2)C=3C=NN(C)C3CNC(=O)C=4C=CC(=CC4)N5CCC(=O)NC5=O,Z9302749844,499.526,499.526,-1.599,-2.666,2,7,139.93,7,https://real.enamine.net/public-enum-files/Z9302749844
CC=1C=CC(=CC1N2CCC(=O)NC2=O)C3=CN(C)C=4C=CC(F)=CC34,Z9302750009,351.375,351.375,2.841,-4.975,1,2,54.34,2,https://real.enamine.net/public-enum-files/Z9302750009
O=C1CCN(C(=O)N1)C=2C=CC(=CC2F)NCCCC3=NC4=CC=CC=C4O3,Z9302750192,382.389,382.389,1.276,-3.773,2,4,87.47,6,https://real.enamine.net/public-enum-files/Z9302750192
NS(=O)(=O)C=1C=CC=2NC(=NC2C1)NC=3C=CC(F)=C(C3)N4CCC(=O)NC4=O,Z9302750404,418.404,418.404,0.756,-4.779,4,6,150.28,4,https://real.enamine.net/public-enum-files/Z9302750404
COC=1C=CC=2CN(C(=O)C=3C=CC=C(C3C)N4CCC(=O)NC4=O)C5(CC5)CC2C1,Z9302750473,419.474,419.474,1.483,-5.057,1,4,78.95,3,https://real.enamine.net/public-enum-files/Z9302750473
O=C(O)C(F)(F)F.COCCCN(C)CCOC=1C=CC(=CC1)C=2C=CC(=C(C)C2)N3CCC(=O)NC3=O,Z9310743768,539.545,425.522,2.843,-5.377,1,5,71.11,11,https://real.enamine.net/public-enum-files/Z9310743768
CCOC=1C=C(C#N)C=CC1OCC(=O)NC=2C=CC(=C(F)C2)N3CCC(=O)NC3=O,Z9302750621,426.399,426.399,0.762,-4.83,2,6,120.76,7,https://real.enamine.net/public-enum-files/Z9302750621
CC=1C=CC(=CC1NC(=O)C2(CCCC2)C3=CC=C(F)C(C#N)=C3)N4CCC(=O)NC4=O,Z9302750804,434.464,434.464,1.257,-5.854,2,4,102.3,4,https://real.enamine.net/public-enum-files/Z9302750804
O=C(O)C(F)(F)F.CC=1C(=CC=CC1N2CCC(=O)NC2=O)C(=O)NCC3(CCNCC3)C=4C=CN=CC4F,Z9314605174,553.507,439.484,-0.79,-3.26,3,5,103.43,6,https://real.enamine.net/public-enum-files/Z9314605174
O=C(C=1C=C(C=CC1F)N2CCC(=O)NC2=O)N3CCN4C(=CC=5C(Cl)=CC=CC54)C3,Z9302750941,440.855,440.855,2.025,-5.57,1,3,74.65,2,https://real.enamine.net/public-enum-files/Z9302750941
CC1=CC(=CC(=C1)C(=O)N2CC(C2)C(=O)NC=3C=CC=4NN=CC4C3)N5CCC(=O)NC5=O,Z9302751007,446.46,446.46,0.751,-5.379,3,5,127.5,4,https://real.enamine.net/public-enum-files/Z9302751007
